id,started_at,ended_at,ai_tool,participant_id,task_id
341,2025-08-15T09:05:15.439085+00:00,,GPT-4o,51,3
333,2025-08-15T08:59:48.377241+00:00,2025-08-15T09:05:18.826287+00:00,GPT-4o,51,3
342,2025-08-15T09:05:42.280612+00:00,2025-08-15T09:05:46.154617+00:00,GPT-4o,51,4
343,2025-08-15T09:05:56.789013+00:00,2025-08-15T09:05:57.704114+00:00,GPT-4o,51,5
344,2025-08-15T09:06:17.892034+00:00,2025-08-15T09:06:19.026465+00:00,GPT-4o,51,6
345,2025-08-15T09:06:48.546118+00:00,2025-08-15T09:06:50.624892+00:00,GPT-4o,51,9
346,2025-08-15T09:07:11.748849+00:00,2025-08-15T09:07:14.096987+00:00,GPT-4o,51,10
347,2025-08-15T09:07:28.577052+00:00,2025-08-15T09:07:29.528262+00:00,GPT-4o,51,11
348,2025-08-15T09:08:04.822509+00:00,2025-08-15T09:08:08.12836+00:00,GPT-4o,51,12
349,2025-08-15T09:08:22.295347+00:00,2025-08-15T09:08:24.135217+00:00,GPT-4o,51,13
350,2025-08-15T15:56:22.173591+00:00,2025-08-15T15:56:26.590923+00:00,GPT-4o,54,1
351,2025-08-15T15:57:19.381781+00:00,2025-08-15T15:57:20.102635+00:00,GPT-4o,54,2
352,2025-08-15T15:58:23.514245+00:00,2025-08-15T15:58:40.257584+00:00,GPT-4o,54,3
353,2025-08-15T15:59:44.181555+00:00,2025-08-15T16:00:09.762871+00:00,GPT-4o,54,4
354,2025-08-15T16:01:22.478081+00:00,2025-08-15T16:01:24.531286+00:00,GPT-4o,54,5
355,2025-08-15T16:02:08.478951+00:00,2025-08-15T16:02:22.959931+00:00,GPT-4o,54,6
356,2025-08-15T16:03:02.507438+00:00,2025-08-15T16:03:06.655257+00:00,GPT-4o,54,9
357,2025-08-15T16:04:03.608804+00:00,2025-08-15T16:04:08.216638+00:00,GPT-4o,54,10
358,2025-08-15T16:05:00.505969+00:00,2025-08-15T16:05:04.366543+00:00,GPT-4o,54,11
359,2025-08-15T16:06:10.101772+00:00,2025-08-15T16:06:28.092944+00:00,GPT-4o,54,12
360,2025-08-15T16:07:14.455021+00:00,2025-08-15T16:07:17.236957+00:00,GPT-4o,54,13
362,2025-08-15T16:20:49.281751+00:00,,GPT-4o,55,1
363,2025-08-15T16:21:36.983219+00:00,,GPT-4o,55,1
365,2025-08-15T16:26:32.849183+00:00,,GPT-4o,55,2
366,2025-08-15T16:27:19.578582+00:00,,GPT-4o,55,2
368,2025-08-15T16:32:31.95532+00:00,,GPT-4o,55,3
370,2025-08-15T16:37:22.546534+00:00,,GPT-4o,55,4
371,2025-08-15T16:38:29.974018+00:00,,GPT-4o,55,4
372,2025-08-15T16:39:16.675558+00:00,,GPT-4o,55,4
374,2025-08-15T16:44:58.805448+00:00,,GPT-4o,55,5
376,2025-08-15T17:06:36.249259+00:00,,GPT-4o,55,6
377,2025-08-15T17:08:29.280195+00:00,,GPT-4o,55,6
378,2025-08-15T17:09:44.240288+00:00,,GPT-4o,55,6
380,2025-08-15T17:12:48.567697+00:00,,GPT-4o,55,9
381,2025-08-15T17:13:49.84282+00:00,,GPT-4o,55,9
383,2025-08-15T17:18:47.692614+00:00,,GPT-4o,55,10
384,2025-08-15T17:22:02.637727+00:00,,GPT-4o,55,10
385,2025-08-15T17:26:20.416606+00:00,,GPT-4o,55,10
387,2025-08-15T17:33:07.706072+00:00,,GPT-4o,55,11
361,2025-08-15T16:19:31.342474+00:00,2025-08-15T17:33:10.132973+00:00,GPT-4o,55,1
364,2025-08-15T16:25:24.995864+00:00,2025-08-15T17:33:18.804399+00:00,GPT-4o,55,2
367,2025-08-15T16:30:25.759415+00:00,2025-08-15T17:33:21.433727+00:00,GPT-4o,55,3
369,2025-08-15T16:35:25.291886+00:00,2025-08-15T17:33:25.523269+00:00,GPT-4o,55,4
373,2025-08-15T16:43:00.267504+00:00,2025-08-15T17:33:28.053936+00:00,GPT-4o,55,5
375,2025-08-15T16:48:42.326292+00:00,2025-08-15T17:33:31.480467+00:00,GPT-4o,55,6
379,2025-08-15T17:11:49.247013+00:00,2025-08-15T17:33:34.543737+00:00,GPT-4o,55,9
382,2025-08-15T17:16:20.219481+00:00,2025-08-15T17:33:38.224999+00:00,GPT-4o,55,10
386,2025-08-15T17:29:47.055074+00:00,2025-08-15T17:35:05.866986+00:00,GPT-4o,55,11
389,2025-08-15T17:36:52.552307+00:00,,GPT-4o,55,12
390,2025-08-15T17:37:18.89556+00:00,,GPT-4o,55,12
391,2025-08-15T17:37:51.664984+00:00,,GPT-4o,55,12
392,2025-08-15T17:38:04.526024+00:00,,GPT-4o,55,12
393,2025-08-15T17:38:18.859638+00:00,,GPT-4o,55,12
388,2025-08-15T17:36:29.625051+00:00,2025-08-15T17:38:42.410942+00:00,GPT-4o,55,12
395,2025-08-15T17:41:39.199562+00:00,,GPT-4o,55,13
394,2025-08-15T17:40:27.374486+00:00,2025-08-15T17:42:57.463618+00:00,GPT-4o,55,13
397,2025-08-15T18:24:54.04107+00:00,,GPT-4o,57,1
401,2025-08-15T18:27:44.204863+00:00,,GPT-4o,57,5
403,2025-08-15T18:28:17.618554+00:00,,GPT-4o,57,4
407,2025-08-15T18:29:43.942488+00:00,,GPT-4o,57,10
410,2025-08-15T18:30:52.261209+00:00,,GPT-4o,57,12
411,2025-08-15T18:31:19.308408+00:00,2025-08-15T18:31:22.336858+00:00,GPT-4o,57,13
409,2025-08-15T18:30:32.04105+00:00,2025-08-15T18:31:26.900464+00:00,GPT-4o,57,12
408,2025-08-15T18:30:18.777532+00:00,2025-08-15T18:31:29.501008+00:00,GPT-4o,57,11
406,2025-08-15T18:29:23.821584+00:00,2025-08-15T18:31:31.625407+00:00,GPT-4o,57,10
405,2025-08-15T18:29:10.696923+00:00,2025-08-15T18:31:33.43028+00:00,GPT-4o,57,9
404,2025-08-15T18:28:43.809833+00:00,2025-08-15T18:31:35.199279+00:00,GPT-4o,57,6
400,2025-08-15T18:27:17.382896+00:00,2025-08-15T18:31:37.391559+00:00,GPT-4o,57,5
402,2025-08-15T18:28:04.01892+00:00,2025-08-15T18:31:39.137371+00:00,GPT-4o,57,4
399,2025-08-15T18:26:40.301508+00:00,2025-08-15T18:31:41.138069+00:00,GPT-4o,57,3
398,2025-08-15T18:26:06.518623+00:00,2025-08-15T18:31:44.843005+00:00,GPT-4o,57,2
396,2025-08-15T18:23:01.378914+00:00,2025-08-15T18:31:48.191169+00:00,GPT-4o,57,1
412,2025-08-15T21:59:04.689411+00:00,2025-08-15T21:59:08.445839+00:00,GPT-4o,58,1
413,2025-08-15T22:00:06.331779+00:00,,GPT-4o,58,2
414,2025-08-15T22:00:59.59589+00:00,2025-08-15T22:01:11.088835+00:00,GPT-4o,58,3
415,2025-08-15T22:01:38.438197+00:00,2025-08-15T22:01:41.849439+00:00,GPT-4o,58,4
416,2025-08-15T22:02:47.065881+00:00,2025-08-15T22:02:53.986958+00:00,GPT-4o,58,5
417,2025-08-15T22:04:01.11853+00:00,2025-08-15T22:04:39.930327+00:00,GPT-4o,58,6
418,2025-08-15T22:04:59.999717+00:00,2025-08-15T22:05:02.03425+00:00,GPT-4o,58,9
419,2025-08-15T22:05:40.216834+00:00,2025-08-15T22:05:44.483899+00:00,GPT-4o,58,10
420,2025-08-15T22:07:06.3144+00:00,2025-08-15T22:07:08.636801+00:00,GPT-4o,58,11
421,2025-08-15T22:08:15.863686+00:00,2025-08-15T22:08:18.778796+00:00,GPT-4o,58,12
422,2025-08-15T22:08:48.29116+00:00,2025-08-15T22:08:50.921854+00:00,GPT-4o,58,13
423,2025-08-15T22:17:40.699671+00:00,,GPT-4o,59,1
424,2025-08-15T22:18:47.186+00:00,,GPT-4o,59,2
425,2025-08-15T22:19:31.444621+00:00,,GPT-4o,59,3
426,2025-08-15T22:20:36.165478+00:00,,GPT-4o,59,4
427,2025-08-15T22:21:05.42857+00:00,,GPT-4o,59,4
428,2025-08-15T22:21:49.724544+00:00,,GPT-4o,59,4
429,2025-08-15T22:23:02.30406+00:00,,GPT-4o,59,5
430,2025-08-15T22:23:19.4374+00:00,,GPT-4o,59,5
431,2025-08-15T22:23:58.238358+00:00,,GPT-4o,59,6
432,2025-08-15T22:24:56.659435+00:00,,GPT-4o,59,9
433,2025-08-15T22:25:35.875882+00:00,,GPT-4o,59,10
434,2025-08-15T22:26:58.021558+00:00,,GPT-4o,59,11
435,2025-08-15T22:27:45.183793+00:00,,GPT-4o,59,12
436,2025-08-15T22:28:49.639164+00:00,2025-08-15T22:28:52.373096+00:00,GPT-4o,59,13
437,2025-08-15T22:43:44.344718+00:00,2025-08-15T22:44:15.766745+00:00,GPT-4o,61,1
438,2025-08-15T22:45:17.350956+00:00,2025-08-15T22:45:21.690109+00:00,GPT-4o,61,2
439,2025-08-15T22:48:51.844346+00:00,2025-08-15T22:49:01.269518+00:00,GPT-4o,61,3
440,2025-08-15T22:49:30.451966+00:00,,GPT-4o,61,3
441,2025-08-15T22:50:01.373342+00:00,,GPT-4o,61,2
442,2025-08-15T22:50:18.120913+00:00,,GPT-4o,61,1
444,2025-08-15T22:52:38.655271+00:00,2025-08-15T22:52:57.0478+00:00,GPT-4o,61,5
443,2025-08-15T22:51:15.790822+00:00,2025-08-15T22:53:00.760871+00:00,GPT-4o,61,4
445,2025-08-15T22:53:58.436906+00:00,2025-08-15T22:54:00.462845+00:00,GPT-4o,61,6
446,2025-08-15T22:55:45.233253+00:00,2025-08-15T22:55:46.151895+00:00,GPT-4o,61,9
447,2025-08-15T22:56:11.840396+00:00,2025-08-15T22:56:29.08302+00:00,GPT-4o,61,10
448,2025-08-15T22:57:01.289836+00:00,2025-08-15T22:57:03.415919+00:00,GPT-4o,61,11
449,2025-08-15T22:57:33.494748+00:00,2025-08-15T22:57:36.215972+00:00,GPT-4o,61,12
450,2025-08-15T22:58:04.673987+00:00,2025-08-15T22:58:06.154179+00:00,GPT-4o,61,13
451,2025-08-19T20:21:31.567374+00:00,2025-08-19T20:21:37.089661+00:00,GPT-4o,62,1
453,2025-08-19T20:23:01.464356+00:00,,GPT-4o,62,2
454,2025-08-19T20:23:46.583192+00:00,,GPT-4o,62,2
452,2025-08-19T20:22:22.789768+00:00,2025-08-19T20:23:50.571254+00:00,GPT-4o,62,2
456,2025-08-19T20:25:45.11909+00:00,,GPT-4o,62,3
457,2025-08-19T20:26:37.516052+00:00,,GPT-4o,62,3
458,2025-08-19T20:27:25.896809+00:00,,GPT-4o,62,3
455,2025-08-19T20:24:46.540296+00:00,2025-08-19T20:27:35.866439+00:00,GPT-4o,62,3
460,2025-08-19T20:29:06.501169+00:00,,GPT-4o,62,4
461,2025-08-19T20:29:39.110545+00:00,,GPT-4o,62,4
459,2025-08-19T20:28:20.280648+00:00,2025-08-19T20:30:11.891173+00:00,GPT-4o,62,4
462,2025-08-19T20:31:06.226069+00:00,2025-08-19T20:31:31.594679+00:00,GPT-4o,62,5
463,2025-08-19T20:32:22.836331+00:00,,GPT-4o,62,5
465,2025-08-19T20:34:23.676995+00:00,,GPT-4o,62,6
466,2025-08-19T20:35:57.515593+00:00,,GPT-4o,62,6
467,2025-08-19T20:36:37.347133+00:00,,GPT-4o,62,6
464,2025-08-19T20:33:50.803795+00:00,2025-08-19T20:36:56.452868+00:00,GPT-4o,62,6
469,2025-08-19T20:38:19.048304+00:00,,GPT-4o,62,9
470,2025-08-19T20:38:40.970504+00:00,,GPT-4o,62,9
471,2025-08-19T20:39:21.654778+00:00,,GPT-4o,62,9
472,2025-08-19T20:39:41.207149+00:00,,GPT-4o,62,9
468,2025-08-19T20:37:45.180869+00:00,2025-08-19T20:39:45.305545+00:00,GPT-4o,62,9
474,2025-08-19T20:40:29.172424+00:00,,GPT-4o,62,10
475,2025-08-19T20:41:10.343033+00:00,,GPT-4o,62,10
476,2025-08-19T20:42:06.618679+00:00,,GPT-4o,62,10
477,2025-08-19T20:43:10.118941+00:00,,GPT-4o,62,10
478,2025-08-19T20:44:32.223147+00:00,,GPT-4o,62,10
479,2025-08-19T20:44:47.668398+00:00,,GPT-4o,62,10
473,2025-08-19T20:40:14.50315+00:00,2025-08-19T20:44:56.252321+00:00,GPT-4o,62,10
480,2025-08-19T20:46:27.243406+00:00,2025-08-19T20:47:53.538561+00:00,GPT-4o,62,11
482,2025-08-19T20:48:46.129196+00:00,,GPT-4o,62,12
481,2025-08-19T20:48:34.616219+00:00,2025-08-19T20:49:07.400217+00:00,GPT-4o,62,12
484,2025-08-19T20:51:16.666406+00:00,,GPT-4o,62,13
483,2025-08-19T20:50:33.176371+00:00,2025-08-19T20:51:21.290732+00:00,GPT-4o,62,13
485,2025-08-26T11:11:02.237962+00:00,,GPT-4o,63,1
486,2025-08-26T11:11:30.232813+00:00,,GPT-4o,63,1
487,2025-08-26T11:12:00.201872+00:00,,GPT-4o,63,1
488,2025-08-26T11:12:51.709159+00:00,,GPT-4o,63,2
